source_file,main_player,player_color,opponent,event,site,date,year,round,white,black,white_elo,black_elo,result,result_label,player_result,eco,opening,num_plies,num_moves,captures,checks,castles,promotions,white_castled,black_castled,player_captures,player_checks,player_castled,player_promotions,opponent_captures,opponent_checks
Karpov.pgn,Karpov,white,"Kavalek, Lubomir",Turin,Turin,1982.??.??,1982,12,"Karpov, Anatoly","Kavalek, Lubomir",2720.0,2590.0,1/2-1/2,draw,draw,B17,,110,55.0,24,3,2,0,True,True,12,1,True,0,12,2
Karpov.pgn,Karpov,black,"Portisch, Lajos",Turin,Turin,1982.??.??,1982,13,"Portisch, Lajos","Karpov, Anatoly",2630.0,2720.0,1/2-1/2,draw,draw,D58,,29,14.5,5,0,2,0,True,True,2,0,True,0,3,0
Karpov.pgn,Karpov,white,"Miles, Anthony J",Bath TV-1pl,Bath,1983.??.??,1983,?,"Karpov, Anatoly","Miles, Anthony J",2710.0,2585.0,0-1,black_win,loss,B16,,78,39.0,18,5,2,0,True,True,9,2,True,0,9,3
Karpov.pgn,Karpov,black,"Browne, Walter S",Bath TV-A,Bath,1983.??.??,1983,?,"Browne, Walter S","Karpov, Anatoly",2560.0,2710.0,1/2-1/2,draw,draw,E12,,43,21.5,12,2,2,0,True,True,6,0,True,0,6,2
Karpov.pgn,Karpov,black,"Chandler, Murray G",Bath TV-A,Bath,1983.??.??,1983,?,"Chandler, Murray G","Karpov, Anatoly",2485.0,2710.0,0-1,black_win,win,C54,,60,30.0,14,4,2,1,True,True,8,3,True,1,6,1
Karpov.pgn,Karpov,white,"Browne, Walter S",Bath TV-A,Bath,1983.??.??,1983,?,"Karpov, Anatoly","Browne, Walter S",2710.0,2560.0,1-0,white_win,win,A30,,62,31.0,12,0,2,0,True,True,7,0,True,0,5,0
Karpov.pgn,Karpov,white,"Chandler, Murray G",Bath TV-A,Bath,1983.??.??,1983,?,"Karpov, Anatoly","Chandler, Murray G",2710.0,2485.0,1-0,white_win,win,D32,,71,35.5,14,2,2,0,True,True,8,2,True,0,6,0
Karpov.pgn,Karpov,white,"Rogers, Ian",Bath TV-A,Bath,1983.??.??,1983,?,"Karpov, Anatoly","Rogers, Ian",2710.0,2450.0,1-0,white_win,win,B01,,57,28.5,12,2,2,0,True,True,7,1,True,0,5,1
Karpov.pgn,Karpov,black,"Rogers, Ian",Bath TV-A,Bath,1983.??.??,1983,?,"Rogers, Ian","Karpov, Anatoly",2450.0,2710.0,1/2-1/2,draw,draw,E05,,83,41.5,14,0,2,0,True,True,7,0,True,0,7,0
Karpov.pgn,Karpov,white,"Hartmann, W.",Hannover,Hannover,1983.??.??,1983,1,"Karpov, Anatoly","Hartmann, W.",2710.0,2290.0,0-1,black_win,loss,B81,,82,41.0,17,4,2,1,True,True,9,2,True,0,8,2
Karpov.pgn,Karpov,black,"Kavalek, Lubomir",Hannover,Hannover,1983.??.??,1983,2,"Kavalek, Lubomir","Karpov, Anatoly",2560.0,2710.0,1/2-1/2,draw,draw,C42,,27,13.5,4,0,2,0,True,True,2,0,True,0,2,0
Karpov.pgn,Karpov,white,"Pfleger, Helmut",Hannover,Hannover,1983.??.??,1983,3,"Karpov, Anatoly","Pfleger, Helmut",2710.0,2505.0,1-0,white_win,win,B08,,69,34.5,13,2,2,0,True,True,7,1,True,0,6,1
Karpov.pgn,Karpov,black,"Sosonko, Gennadi",Hannover,Hannover,1983.??.??,1983,4,"Sosonko, Gennadi","Karpov, Anatoly",2575.0,2710.0,1/2-1/2,draw,draw,E05,,35,17.5,8,0,2,0,True,True,4,0,True,0,4,0
Karpov.pgn,Karpov,white,Chen De,Hannover,Hannover,1983.??.??,1983,5,"Karpov, Anatoly",Chen De,2710.0,2320.0,1-0,white_win,win,C06,,53,26.5,15,1,2,0,True,True,7,0,True,0,8,1
Karpov.pgn,Karpov,black,"Lobron, Eric",Hannover,Hannover,1983.??.??,1983,6,"Lobron, Eric","Karpov, Anatoly",2480.0,2710.0,0-1,black_win,win,C42,,80,40.0,19,2,2,0,True,True,9,0,True,0,10,2
Karpov.pgn,Karpov,white,"Torre, Eugenio",Hannover,Hannover,1983.??.??,1983,7,"Karpov, Anatoly","Torre, Eugenio",2710.0,2570.0,1-0,white_win,win,C92,,61,30.5,14,0,2,0,True,True,8,0,True,0,6,0
Karpov.pgn,Karpov,black,"Glienke, Manfred",Hannover,Hannover,1983.??.??,1983,8,"Glienke, Manfred","Karpov, Anatoly",2335.0,2710.0,0-1,black_win,win,A46,,60,30.0,7,0,2,0,True,True,3,0,True,0,4,0
Karpov.pgn,Karpov,white,"Quinteros, Miguel A",Hannover,Hannover,1983.??.??,1983,9,"Karpov, Anatoly","Quinteros, Miguel A",2710.0,2500.0,1/2-1/2,draw,draw,B85,,60,30.0,11,2,2,0,True,True,5,2,True,0,6,0
Karpov.pgn,Karpov,black,"Bastian, Herbert",Hannover,Hannover,1983.??.??,1983,10,"Bastian, Herbert","Karpov, Anatoly",2375.0,2710.0,0-1,black_win,win,B25,,54,27.0,11,3,2,0,True,True,6,2,True,0,5,1
Karpov.pgn,Karpov,white,"Balashov, Yuri S",Hannover,Hannover,1983.??.??,1983,11,"Karpov, Anatoly","Balashov, Yuri S",2710.0,2545.0,1/2-1/2,draw,draw,E19,,50,25.0,12,1,2,0,True,True,6,1,True,0,6,0
Karpov.pgn,Karpov,white,"Ostermeyer, Peter",Hannover,Hannover,1983.??.??,1983,12,"Karpov, Anatoly","Ostermeyer, Peter",2710.0,2450.0,1/2-1/2,draw,draw,B92,,159,79.5,28,15,2,0,True,True,14,10,True,0,14,5
Karpov.pgn,Karpov,black,Qi Jingxuan,Hannover,Hannover,1983.??.??,1983,13,Qi Jingxuan,"Karpov, Anatoly",2430.0,2710.0,0-1,black_win,win,B97,,88,44.0,18,3,1,0,True,False,9,1,False,0,9,2
Karpov.pgn,Karpov,white,"Giorgadze, Tamaz",Hannover,Hannover,1983.??.??,1983,14,"Karpov, Anatoly","Giorgadze, Tamaz",2710.0,2495.0,1-0,white_win,win,D55,,111,55.5,17,5,2,0,True,True,9,4,True,0,8,1
Karpov.pgn,Karpov,black,"Bouaziz, Slim",Hannover,Hannover,1983.??.??,1983,15,"Bouaziz, Slim","Karpov, Anatoly",2390.0,2710.0,1/2-1/2,draw,draw,B82,,52,26.0,10,2,2,0,True,True,5,1,True,0,5,1
Karpov.pgn,Karpov,black,"Andersson, Ulf",Linares,Linares,1983.??.??,1983,?,"Andersson, Ulf","Karpov, Anatoly",2635.0,2710.0,1/2-1/2,draw,draw,E19,,133,66.5,26,5,2,0,True,True,14,5,True,0,12,0
Karpov.pgn,Karpov,black,"Geller, Efim P",Linares,Linares,1983.??.??,1983,?,"Geller, Efim P","Karpov, Anatoly",2575.0,2710.0,1/2-1/2,draw,draw,A38,,35,17.5,10,0,2,0,True,True,5,0,True,0,5,0
Karpov.pgn,Karpov,black,"Hort, Vlastimil",Linares,Linares,1983.??.??,1983,?,"Hort, Vlastimil","Karpov, Anatoly",2585.0,2710.0,1/2-1/2,draw,draw,D30,,47,23.5,14,2,2,0,True,True,7,0,True,0,7,2
Karpov.pgn,Karpov,white,"Jussupow, Artur",Linares,Linares,1983.??.??,1983,?,"Karpov, Anatoly","Jussupow, Artur",2710.0,2565.0,1/2-1/2,draw,draw,C80,,92,46.0,23,2,2,0,True,True,12,2,True,0,11,0
Karpov.pgn,Karpov,white,"Larsen, Bent",Linares,Linares,1983.??.??,1983,?,"Karpov, Anatoly","Larsen, Bent",2710.0,2555.0,1-0,white_win,win,B19,,85,42.5,17,3,2,0,True,True,8,3,True,0,9,0
Karpov.pgn,Karpov,white,"Sax, Gyula",Linares,Linares,1983.??.??,1983,?,"Karpov, Anatoly","Sax, Gyula",2710.0,2560.0,1-0,white_win,win,B81,,77,38.5,16,9,1,0,True,False,9,8,True,0,7,1
Karpov.pgn,Karpov,white,"Seirawan, Yasser",Linares,Linares,1983.??.??,1983,?,"Karpov, Anatoly","Seirawan, Yasser",2710.0,2600.0,1/2-1/2,draw,draw,B19,,91,45.5,14,1,2,0,True,True,7,1,True,0,7,0
Karpov.pgn,Karpov,white,"Timman, Jan H",Linares,Linares,1983.??.??,1983,?,"Karpov, Anatoly","Timman, Jan H",2710.0,2605.0,1/2-1/2,draw,draw,B66,,90,45.0,19,6,1,0,True,False,10,5,True,0,9,1
Karpov.pgn,Karpov,black,"Miles, Anthony J",Linares,Linares,1983.??.??,1983,?,"Miles, Anthony J","Karpov, Anatoly",2585.0,2710.0,1/2-1/2,draw,draw,E03,,23,11.5,2,1,1,0,True,False,1,0,False,0,1,1
Karpov.pgn,Karpov,black,"Spassky, Boris V",Linares,Linares,1983.??.??,1983,?,"Spassky, Boris V","Karpov, Anatoly",2605.0,2710.0,1/2-1/2,draw,draw,B25,,35,17.5,4,2,2,0,True,True,2,2,True,0,2,0
Karpov.pgn,Karpov,black,"Balashov, Yuri S",URS-ch50,Moscow,1983.??.??,1983,?,"Balashov, Yuri S","Karpov, Anatoly",2540.0,2710.0,1/2-1/2,draw,draw,C92,,79,39.5,20,2,2,0,True,True,9,1,True,0,11,1
Karpov.pgn,Karpov,black,"Vaganian, Rafael A",URS-ch50,Moscow,1983.??.??,1983,?,"Vaganian, Rafael A","Karpov, Anatoly",2550.0,2710.0,1/2-1/2,draw,draw,E18,,31,15.5,9,0,2,0,True,True,4,0,True,0,5,0
Karpov.pgn,Karpov,white,"Tukmakov, Vladimir B",URS-ch50,Moscow,1983.??.??,1983,?,"Karpov, Anatoly","Tukmakov, Vladimir B",2710.0,2580.0,1/2-1/2,draw,draw,C88,,30,15.0,3,0,2,0,True,True,2,0,True,0,1,0
Karpov.pgn,Karpov,white,"Polugaevsky, Lev",URS-ch50,Moscow,1983.??.??,1983,?,"Karpov, Anatoly","Polugaevsky, Lev",2710.0,2625.0,1/2-1/2,draw,draw,E32,,112,56.0,24,2,2,0,True,True,12,1,True,0,12,1
Karpov.pgn,Karpov,white,"Lerner, Konstantin Z",URS-ch50,Moscow,1983.??.??,1983,?,"Karpov, Anatoly","Lerner, Konstantin Z",2710.0,2525.0,1-0,white_win,win,B07,,99,49.5,18,6,2,0,True,True,10,0,True,0,8,6
Karpov.pgn,Karpov,white,"Jussupow, Artur",URS-ch50,Moscow,1983.??.??,1983,?,"Karpov, Anatoly","Jussupow, Artur",2710.0,2565.0,1-0,white_win,win,C82,,87,43.5,17,3,2,0,True,True,9,1,True,0,8,2
Karpov.pgn,Karpov,white,"Geller, Efim P",URS-ch50,Moscow,1983.??.??,1983,?,"Karpov, Anatoly","Geller, Efim P",2710.0,2575.0,1-0,white_win,win,C88,,61,30.5,10,1,2,0,True,True,6,1,True,0,4,0
Karpov.pgn,Karpov,white,"Beliavsky, Alexander G",URS-ch50,Moscow,1983.??.??,1983,?,"Karpov, Anatoly","Beliavsky, Alexander G",2710.0,2570.0,1-0,white_win,win,C92,,155,77.5,22,4,2,0,True,True,11,3,True,0,11,1
Karpov.pgn,Karpov,white,"Azmaiparashvili, Zurab",URS-ch50,Moscow,1983.??.??,1983,?,"Karpov, Anatoly","Azmaiparashvili, Zurab",2710.0,2455.0,0-1,black_win,loss,B08,,82,41.0,25,2,2,0,True,True,12,1,True,0,13,1
Karpov.pgn,Karpov,black,"Agzamov, Georgy",URS-ch50,Moscow,1983.??.??,1983,?,"Agzamov, Georgy","Karpov, Anatoly",2535.0,2710.0,1/2-1/2,draw,draw,E05,,70,35.0,16,3,2,0,True,True,8,0,True,0,8,3
Karpov.pgn,Karpov,black,"Romanishin, Oleg M",URS-ch50,Moscow,1983.??.??,1983,?,"Romanishin, Oleg M","Karpov, Anatoly",2585.0,2710.0,0-1,black_win,win,D11,,124,62.0,22,9,2,0,True,True,11,6,True,0,11,3
Karpov.pgn,Karpov,black,"Psakhis, Lev",URS-ch50,Moscow,1983.??.??,1983,?,"Psakhis, Lev","Karpov, Anatoly",2580.0,2710.0,1/2-1/2,draw,draw,C42,,35,17.5,10,1,2,0,True,True,5,0,True,0,5,1
Karpov.pgn,Karpov,black,"Razuvaev, Yuri S",URS-ch50,Moscow,1983.??.??,1983,?,"Razuvaev, Yuri S","Karpov, Anatoly",2520.0,2710.0,1/2-1/2,draw,draw,E19,,35,17.5,8,0,2,0,True,True,4,0,True,0,4,0
Karpov.pgn,Karpov,black,"Malaniuk, Vladimir P",URS-ch50,Moscow,1983.??.??,1983,?,"Malaniuk, Vladimir P","Karpov, Anatoly",2460.0,2710.0,1/2-1/2,draw,draw,B46,,80,40.0,21,0,2,0,True,True,11,0,True,0,10,0
Karpov.pgn,Karpov,black,"Petrosian, Tigran V",URS-ch50,Moscow,1983.??.??,1983,?,"Petrosian, Tigran V","Karpov, Anatoly",2605.0,2710.0,1/2-1/2,draw,draw,D58,,56,28.0,12,0,2,0,True,True,6,0,True,0,6,0
Karpov.pgn,Karpov,white,"Timman, Jan H",EU-chT Plovdiv,Plovdiv,1983.??.??,1983,2,"Karpov, Anatoly","Timman, Jan H",2710.0,2605.0,1/2-1/2,draw,draw,B81,,158,79.0,25,10,2,0,True,True,13,6,True,0,12,4
Karpov.pgn,Karpov,black,"Mortensen, Erling",EU-chT Plovdiv,Plovdiv,1983.??.??,1983,4,"Mortensen, Erling","Karpov, Anatoly",2475.0,2710.0,0-1,black_win,win,B92,,86,43.0,12,2,2,0,True,True,6,2,True,0,6,0
Karpov.pgn,Karpov,white,"Ljubojevic, Ljubomir",EU-chT Plovdiv,Plovdiv,1983.??.??,1983,5,"Karpov, Anatoly","Ljubojevic, Ljubomir",2710.0,2645.0,1/2-1/2,draw,draw,D43,,26,13.0,4,0,2,0,True,True,2,0,True,0,2,0
Karpov.pgn,Karpov,black,"Miles, Anthony J",EU-chT Plovdiv,Plovdiv,1983.??.??,1983,6,"Miles, Anthony J","Karpov, Anatoly",2585.0,2710.0,1/2-1/2,draw,draw,D37,,30,15.0,6,0,2,0,True,True,3,0,True,0,3,0
Karpov.pgn,Karpov,white,"Seirawan, Yasser",Tilburg,Tilburg,1983.??.??,1983,?,"Karpov, Anatoly","Seirawan, Yasser",2710.0,2605.0,1-0,white_win,win,B19,,85,42.5,23,7,1,0,True,False,12,6,True,0,11,1
Karpov.pgn,Karpov,black,"Huebner, Robert",Tilburg,Tilburg,1983.??.??,1983,?,"Huebner, Robert","Karpov, Anatoly",2620.0,2710.0,1/2-1/2,draw,draw,D37,,87,43.5,21,3,2,0,True,True,10,0,True,0,11,3
Karpov.pgn,Karpov,black,"Andersson, Ulf",Tilburg,Tilburg,1983.??.??,1983,?,"Andersson, Ulf","Karpov, Anatoly",2640.0,2710.0,1/2-1/2,draw,draw,E19,,41,20.5,10,0,2,0,True,True,5,0,True,0,5,0
Karpov.pgn,Karpov,white,"Ljubojevic, Ljubomir",Tilburg,Tilburg,1983.??.??,1983,?,"Karpov, Anatoly","Ljubojevic, Ljubomir",2710.0,2645.0,1/2-1/2,draw,draw,E03,,26,13.0,4,1,1,0,True,False,2,1,True,0,2,0
Karpov.pgn,Karpov,white,"Polugaevsky, Lev",Tilburg,Tilburg,1983.??.??,1983,?,"Karpov, Anatoly","Polugaevsky, Lev",2710.0,2620.0,1-0,white_win,win,D32,,113,56.5,28,4,2,0,True,True,14,2,True,0,14,2
Karpov.pgn,Karpov,white,"Portisch, Lajos",Tilburg,Tilburg,1983.??.??,1983,?,"Karpov, Anatoly","Portisch, Lajos",2710.0,2600.0,1/2-1/2,draw,draw,D21,,58,29.0,13,0,2,0,True,True,6,0,True,0,7,0
Karpov.pgn,Karpov,black,"Vaganian, Rafael A",Tilburg,Tilburg,1983.??.??,1983,?,"Vaganian, Rafael A","Karpov, Anatoly",2620.0,2710.0,1/2-1/2,draw,draw,A36,,25,12.5,8,0,2,0,True,True,4,0,True,0,4,0
Karpov.pgn,Karpov,white,"Van der Wiel, John TH",Tilburg,Tilburg,1983.??.??,1983,?,"Karpov, Anatoly","Van der Wiel, John TH",2710.0,2515.0,1-0,white_win,win,B44,,113,56.5,17,2,2,0,True,True,9,1,True,0,8,1
Karpov.pgn,Karpov,black,"Sosonko, Gennadi",Tilburg,Tilburg,1983.??.??,1983,?,"Sosonko, Gennadi","Karpov, Anatoly",2575.0,2710.0,1/2-1/2,draw,draw,E05,,51,25.5,12,1,2,0,True,True,6,0,True,0,6,1
Karpov.pgn,Karpov,black,"Spassky, Boris V",Tilburg,Tilburg,1983.??.??,1983,?,"Spassky, Boris V","Karpov, Anatoly",2605.0,2710.0,1/2-1/2,draw,draw,C95,,72,36.0,21,1,2,0,True,True,10,0,True,0,11,1
Karpov.pgn,Karpov,black,"Timman, Jan H",Tilburg,Tilburg,1983.??.??,1983,?,"Timman, Jan H","Karpov, Anatoly",2605.0,2710.0,1/2-1/2,draw,draw,E17,,38,19.0,9,0,2,0,True,True,5,0,True,0,4,0
Karpov.pgn,Karpov,white,"Chandler, Murray G",London,London,1984.??.??,1984,?,"Karpov, Anatoly","Chandler, Murray G",2700.0,2515.0,1-0,white_win,win,D34,,73,36.5,15,1,2,0,True,True,8,1,True,0,7,0
Karpov.pgn,Karpov,black,"Andersson, Ulf",London,London,1984.??.??,1984,?,"Andersson, Ulf","Karpov, Anatoly",2630.0,2700.0,1/2-1/2,draw,draw,E19,,50,25.0,10,0,2,0,True,True,5,0,True,0,5,0
Karpov.pgn,Karpov,white,"Kortschnoj, Viktor",London,London,1984.??.??,1984,?,"Karpov, Anatoly","Kortschnoj, Viktor",2700.0,2635.0,1-0,white_win,win,D91,,75,37.5,17,1,2,0,True,True,9,1,True,0,8,0
Karpov.pgn,Karpov,white,"Mestel, A Jonathan",London,London,1984.??.??,1984,?,"Karpov, Anatoly","Mestel, A Jonathan",2700.0,2540.0,1-0,white_win,win,C06,,121,60.5,18,7,2,0,True,True,11,6,True,0,7,1
Karpov.pgn,Karpov,white,"Miles, Anthony J",London,London,1984.??.??,1984,?,"Karpov, Anatoly","Miles, Anthony J",2700.0,2610.0,1-0,white_win,win,C92,,63,31.5,11,1,2,0,True,True,6,1,True,0,5,0
Karpov.pgn,Karpov,white,"Nunn, John DM",London,London,1984.??.??,1984,?,"Karpov, Anatoly","Nunn, John DM",2700.0,2600.0,1/2-1/2,draw,draw,C88,,43,21.5,7,0,2,0,True,True,4,0,True,0,3,0
Karpov.pgn,Karpov,white,"Polugaevsky, Lev",London,London,1984.??.??,1984,?,"Karpov, Anatoly","Polugaevsky, Lev",2700.0,2615.0,1/2-1/2,draw,draw,A33,,50,25.0,14,5,0,0,False,False,7,2,False,0,7,3
Karpov.pgn,Karpov,black,"Ribli, Zoltan",London,London,1984.??.??,1984,?,"Ribli, Zoltan","Karpov, Anatoly",2610.0,2700.0,1/2-1/2,draw,draw,D55,,41,20.5,12,1,2,0,True,True,6,1,True,0,6,0
Karpov.pgn,Karpov,black,"Seirawan, Yasser",London,London,1984.??.??,1984,?,"Seirawan, Yasser","Karpov, Anatoly",2525.0,2700.0,1/2-1/2,draw,draw,E05,,105,52.5,24,3,2,0,True,True,13,2,True,0,11,1
Karpov.pgn,Karpov,black,"Speelman, Jonathan S",London,London,1984.??.??,1984,?,"Speelman, Jonathan S","Karpov, Anatoly",2495.0,2700.0,0-1,black_win,win,A46,,76,38.0,14,2,2,0,True,True,8,1,True,0,6,1
Karpov.pgn,Karpov,black,"Timman, Jan H",London,London,1984.??.??,1984,?,"Timman, Jan H","Karpov, Anatoly",2610.0,2700.0,0-1,black_win,win,C45,,52,26.0,12,5,1,0,False,True,5,5,True,0,7,0
Karpov.pgn,Karpov,black,"Torre, Eugenio",London,London,1984.??.??,1984,?,"Torre, Eugenio","Karpov, Anatoly",2565.0,2700.0,1-0,white_win,loss,E42,,90,45.0,21,6,2,0,True,True,11,2,True,0,10,4
Karpov.pgn,Karpov,black,"Vaganian, Rafael A",London,London,1984.??.??,1984,?,"Vaganian, Rafael A","Karpov, Anatoly",2630.0,2700.0,1/2-1/2,draw,draw,E11,,30,15.0,6,2,2,0,True,True,3,2,True,0,3,0
Karpov.pgn,Karpov,white,"Andersson, Ulf",URS-World,London,1984.??.??,1984,1.1,"Karpov, Anatoly","Andersson, Ulf",2705.0,2630.0,1-0,white_win,win,E11,,169,84.5,19,10,2,0,True,True,9,7,True,0,10,3
Karpov.pgn,Karpov,black,"Andersson, Ulf",URS-World,London,1984.??.??,1984,2.1,"Andersson, Ulf","Karpov, Anatoly",2630.0,2705.0,1/2-1/2,draw,draw,E19,,34,17.0,5,0,2,0,True,True,3,0,True,0,2,0
Karpov.pgn,Karpov,white,"Andersson, Ulf",URS-World,London,1984.??.??,1984,3.1,"Karpov, Anatoly","Andersson, Ulf",2705.0,2630.0,1/2-1/2,draw,draw,D67,,46,23.0,8,0,2,0,True,True,4,0,True,0,4,0
Karpov.pgn,Karpov,black,"Andersson, Ulf",URS-World,London,1984.??.??,1984,4.1,"Andersson, Ulf","Karpov, Anatoly",2630.0,2705.0,1/2-1/2,draw,draw,E12,,36,18.0,7,0,2,0,True,True,4,0,True,0,3,0
Karpov.pgn,Karpov,white,"Kasparov, Gary",World Championship 31th-KK1,Moscow,1984.??.??,1984,1,"Karpov, Anatoly","Kasparov, Gary",2705.0,2715.0,1/2-1/2,draw,draw,B81,,72,36.0,14,1,2,0,True,True,7,0,True,0,7,1
Karpov.pgn,Karpov,black,"Kasparov, Gary",World Championship 31th-KK1,Moscow,1984.??.??,1984,2,"Kasparov, Gary","Karpov, Anatoly",2715.0,2705.0,1/2-1/2,draw,draw,E17,,93,46.5,20,6,2,0,True,True,11,3,True,0,9,3
Karpov.pgn,Karpov,white,"Kasparov, Gary",World Championship 31th-KK1,Moscow,1984.??.??,1984,3,"Karpov, Anatoly","Kasparov, Gary",2705.0,2715.0,1-0,white_win,win,B44,,61,30.5,15,0,2,0,True,True,8,0,True,0,7,0
Karpov.pgn,Karpov,black,"Kasparov, Gary",World Championship 31th-KK1,Moscow,1984.??.??,1984,4,"Kasparov, Gary","Karpov, Anatoly",2715.0,2705.0,1/2-1/2,draw,draw,E15,,88,44.0,16,1,2,0,True,True,8,1,True,0,8,0
Karpov.pgn,Karpov,white,"Kasparov, Gary",World Championship 31th-KK1,Moscow,1984.??.??,1984,5,"Karpov, Anatoly","Kasparov, Gary",2705.0,2715.0,1/2-1/2,draw,draw,B85,,42,21.0,4,0,2,0,True,True,2,0,True,0,2,0
Karpov.pgn,Karpov,black,"Kasparov, Gary",World Championship 31th-KK1,Moscow,1984.??.??,1984,6,"Kasparov, Gary","Karpov, Anatoly",2715.0,2705.0,0-1,black_win,win,E15,,140,70.0,27,6,2,0,True,True,14,3,True,0,13,3
Karpov.pgn,Karpov,white,"Kasparov, Gary",World Championship 31th-KK1,Moscow,1984.??.??,1984,7,"Karpov, Anatoly","Kasparov, Gary",2705.0,2715.0,1-0,white_win,win,D34,,83,41.5,17,1,2,0,True,True,9,1,True,0,8,0
Karpov.pgn,Karpov,black,"Kasparov, Gary",World Championship 31th-KK1,Moscow,1984.??.??,1984,8,"Kasparov, Gary","Karpov, Anatoly",2715.0,2705.0,1/2-1/2,draw,draw,E05,,39,19.5,4,0,2,0,True,True,2,0,True,0,2,0
Karpov.pgn,Karpov,white,"Kasparov, Gary",World Championship 31th-KK1,Moscow,1984.??.??,1984,9,"Karpov, Anatoly","Kasparov, Gary",2705.0,2715.0,1-0,white_win,win,D34,,139,69.5,25,7,2,0,True,True,14,6,True,0,11,1
Karpov.pgn,Karpov,black,"Kasparov, Gary",World Championship 31th-KK1,Moscow,1984.??.??,1984,10,"Kasparov, Gary","Karpov, Anatoly",2715.0,2705.0,1/2-1/2,draw,draw,E12,,29,14.5,4,0,2,0,True,True,2,0,True,0,2,0
Karpov.pgn,Karpov,white,"Kasparov, Gary",World Championship 31th-KK1,Moscow,1984.??.??,1984,11,"Karpov, Anatoly","Kasparov, Gary",2705.0,2715.0,1/2-1/2,draw,draw,A30,,81,40.5,17,5,2,0,True,True,9,1,True,0,8,4
Karpov.pgn,Karpov,black,"Kasparov, Gary",World Championship 31th-KK1,Moscow,1984.??.??,1984,12,"Kasparov, Gary","Karpov, Anatoly",2715.0,2705.0,1/2-1/2,draw,draw,D58,,41,20.5,12,0,2,0,True,True,6,0,True,0,6,0
Karpov.pgn,Karpov,white,"Kasparov, Gary",World Championship 31th-KK1,Moscow,1984.??.??,1984,13,"Karpov, Anatoly","Kasparov, Gary",2705.0,2715.0,1/2-1/2,draw,draw,A30,,66,33.0,18,0,2,0,True,True,9,0,True,0,9,0
Karpov.pgn,Karpov,black,"Kasparov, Gary",World Championship 31th-KK1,Moscow,1984.??.??,1984,14,"Kasparov, Gary","Karpov, Anatoly",2715.0,2705.0,1/2-1/2,draw,draw,E15,,31,15.5,6,1,2,0,True,True,3,1,True,0,3,0
Karpov.pgn,Karpov,white,"Kasparov, Gary",World Championship 31th-KK1,Moscow,1984.??.??,1984,15,"Karpov, Anatoly","Kasparov, Gary",2705.0,2715.0,1/2-1/2,draw,draw,E15,,186,93.0,22,6,2,0,True,True,11,5,True,0,11,1
Karpov.pgn,Karpov,black,"Kasparov, Gary",World Championship 31th-KK1,Moscow,1984.??.??,1984,16,"Kasparov, Gary","Karpov, Anatoly",2715.0,2705.0,1/2-1/2,draw,draw,E15,,70,35.0,17,7,2,0,True,True,8,4,True,0,9,3
Karpov.pgn,Karpov,white,"Kasparov, Gary",World Championship 31th-KK1,Moscow,1984.??.??,1984,17,"Karpov, Anatoly","Kasparov, Gary",2705.0,2715.0,1/2-1/2,draw,draw,D58,,44,22.0,13,0,2,0,True,True,6,0,True,0,7,0
Karpov.pgn,Karpov,black,"Kasparov, Gary",World Championship 31th-KK1,Moscow,1984.??.??,1984,18,"Kasparov, Gary","Karpov, Anatoly",2715.0,2705.0,1/2-1/2,draw,draw,E15,,43,21.5,10,3,2,0,True,True,5,1,True,0,5,2
Karpov.pgn,Karpov,white,"Kasparov, Gary",World Championship 31th-KK1,Moscow,1984.??.??,1984,19,"Karpov, Anatoly","Kasparov, Gary",2705.0,2715.0,1/2-1/2,draw,draw,D55,,88,44.0,22,2,2,0,True,True,11,1,True,0,11,1
Karpov.pgn,Karpov,black,"Kasparov, Gary",World Championship 31th-KK1,Moscow,1984.??.??,1984,20,"Kasparov, Gary","Karpov, Anatoly",2715.0,2705.0,1/2-1/2,draw,draw,A30,,29,14.5,7,0,2,0,True,True,4,0,True,0,3,0
Karpov.pgn,Karpov,white,"Kasparov, Gary",World Championship 31th-KK1,Moscow,1984.??.??,1984,21,"Karpov, Anatoly","Kasparov, Gary",2705.0,2715.0,1/2-1/2,draw,draw,D53,,61,30.5,20,0,2,0,True,True,10,0,True,0,10,0
Karpov.pgn,Karpov,black,"Kasparov, Gary",World Championship 31th-KK1,Moscow,1984.??.??,1984,22,"Kasparov, Gary","Karpov, Anatoly",2715.0,2705.0,1/2-1/2,draw,draw,E05,,39,19.5,6,0,2,0,True,True,3,0,True,0,3,0
Karpov.pgn,Karpov,white,"Kasparov, Gary",World Championship 31th-KK1,Moscow,1984.??.??,1984,23,"Karpov, Anatoly","Kasparov, Gary",2705.0,2715.0,1/2-1/2,draw,draw,D53,,44,22.0,12,0,2,0,True,True,6,0,True,0,6,0
Karpov.pgn,Karpov,black,"Kasparov, Gary",World Championship 31th-KK1,Moscow,1984.??.??,1984,24,"Kasparov, Gary","Karpov, Anatoly",2715.0,2705.0,1/2-1/2,draw,draw,A33,,33,16.5,10,0,2,0,True,True,5,0,True,0,5,0
Karpov.pgn,Karpov,white,"Kasparov, Gary",World Championship 31th-KK1,Moscow,1984.??.??,1984,25,"Karpov, Anatoly","Kasparov, Gary",2705.0,2715.0,1/2-1/2,draw,draw,D58,,42,21.0,6,0,2,0,True,True,3,0,True,0,3,0
