source_file,main_player,style,player_color,opponent,event,site,date,year,round,white,black,white_elo,black_elo,result,result_label,player_result,eco,eco_family,num_plies,num_moves,opening_plies,opening_player_captures,opening_player_checks,opening_player_castles,opening_player_promotions,opening_opponent_captures,opening_opponent_checks,middlegame_plies,middlegame_player_captures,middlegame_player_checks,middlegame_player_castles,middlegame_player_promotions,middlegame_opponent_captures,middlegame_opponent_checks,endgame_plies,endgame_player_captures,endgame_player_checks,endgame_player_castles,endgame_player_promotions,endgame_opponent_captures,endgame_opponent_checks
Karpov.pgn,Karpov,positional,black,"Karnar, Marijan",Portoroz/Ljubljana,Ljubljana,1975.??.??,1975,15,"Karnar, Marijan","Karpov, Anatoly",2200.0,2705.0,1/2-1/2,draw,draw,A12,A,81,40.5,20,0,0,0,0,0,0,40,4,0,1,0,4,1,21,0,0,0,0,0,0
Karpov.pgn,Karpov,positional,black,"Portisch, Lajos",Milan 1pl,Milan,1975.??.??,1975,1,"Portisch, Lajos","Karpov, Anatoly",2635.0,2705.0,1/2-1/2,draw,draw,E54,E,67,33.5,20,2,0,1,0,2,0,40,7,0,0,0,6,1,7,0,0,0,0,1,0
Karpov.pgn,Karpov,positional,black,"Petrosian, Tigran V",Milan,Milan,1975.??.??,1975,1,"Petrosian, Tigran V","Karpov, Anatoly",2645.0,2705.0,1/2-1/2,draw,draw,E54,E,57,28.5,20,2,0,1,0,2,0,37,9,0,0,0,9,0,0,0,0,0,0,0,0
Karpov.pgn,Karpov,positional,white,"Petrosian, Tigran V",Milan sf2,Milan,1975.??.??,1975,1,"Karpov, Anatoly","Petrosian, Tigran V",2705.0,2645.0,1/2-1/2,draw,draw,C97,C,56,28.0,20,0,0,1,0,0,0,36,5,0,0,0,5,1,0,0,0,0,0,0,0
Karpov.pgn,Karpov,positional,black,"Petrosian, Tigran V",Milan sf2,Milan,1975.??.??,1975,2,"Petrosian, Tigran V","Karpov, Anatoly",2645.0,2705.0,1/2-1/2,draw,draw,E18,E,64,32.0,20,1,0,1,0,1,0,40,2,0,0,0,2,0,4,0,0,0,0,0,0
Karpov.pgn,Karpov,positional,white,"Portisch, Lajos",Milan 1pl,Milan,1975.??.??,1975,2,"Karpov, Anatoly","Portisch, Lajos",2705.0,2635.0,1-0,white_win,win,C72,C,127,63.5,20,2,1,1,0,2,0,40,2,0,0,0,2,0,67,10,0,0,0,7,3
Karpov.pgn,Karpov,positional,white,"Smejkal, Jan",Milan,Milan,1975.??.??,1975,2,"Karpov, Anatoly","Smejkal, Jan",2705.0,2600.0,1/2-1/2,draw,draw,A29,A,110,55.0,20,1,0,1,0,1,1,40,8,0,0,0,8,0,50,2,2,0,0,2,3
Karpov.pgn,Karpov,positional,white,"Petrosian, Tigran V",Milan sf2,Milan,1975.??.??,1975,3,"Karpov, Anatoly","Petrosian, Tigran V",2705.0,2645.0,1/2-1/2,draw,draw,A30,A,56,28.0,20,1,0,1,0,1,0,36,6,1,0,0,6,0,0,0,0,0,0,0,0
Karpov.pgn,Karpov,positional,black,"Ljubojevic, Ljubomir",Milan,Milan,1975.??.??,1975,3,"Ljubojevic, Ljubomir","Karpov, Anatoly",2615.0,2705.0,0-1,black_win,win,C84,C,114,57.0,20,2,0,1,0,2,0,40,7,1,0,0,6,0,54,3,1,0,1,3,0
Karpov.pgn,Karpov,positional,black,"Portisch, Lajos",Milan 1pl,Milan,1975.??.??,1975,3,"Portisch, Lajos","Karpov, Anatoly",2635.0,2705.0,1/2-1/2,draw,draw,A17,A,60,30.0,20,2,0,1,0,2,0,40,4,0,0,0,4,0,0,0,0,0,0,0,0
Karpov.pgn,Karpov,positional,white,"Portisch, Lajos",Milan 1pl,Milan,1975.??.??,1975,4,"Karpov, Anatoly","Portisch, Lajos",2705.0,2635.0,1/2-1/2,draw,draw,C95,C,51,25.5,20,0,0,1,0,0,0,31,2,0,0,0,2,0,0,0,0,0,0,0,0
Karpov.pgn,Karpov,positional,black,"Petrosian, Tigran V",Milan sf2,Milan,1975.??.??,1975,4,"Petrosian, Tigran V","Karpov, Anatoly",2645.0,2705.0,1/2-1/2,draw,draw,A29,A,59,29.5,20,2,1,1,0,2,0,39,7,0,0,0,8,0,0,0,0,0,0,0,0
Karpov.pgn,Karpov,positional,white,"Unzicker, Wolfgang",Milan,Milan,1975.??.??,1975,4,"Karpov, Anatoly","Unzicker, Wolfgang",2705.0,2535.0,1-0,white_win,win,C97,C,43,21.5,20,0,0,1,0,0,0,23,1,0,0,0,1,0,0,0,0,0,0,0,0
Karpov.pgn,Karpov,positional,black,"Browne, Walter S",Milan,Milan,1975.??.??,1975,5,"Browne, Walter S","Karpov, Anatoly",2550.0,2705.0,1/2-1/2,draw,draw,E18,E,33,16.5,20,2,0,1,0,2,0,13,3,0,0,0,3,0,0,0,0,0,0,0,0
Karpov.pgn,Karpov,positional,black,"Portisch, Lajos",Milan 1pl,Milan,1975.??.??,1975,5,"Portisch, Lajos","Karpov, Anatoly",2635.0,2705.0,1/2-1/2,draw,draw,D42,D,81,40.5,20,2,0,1,0,2,0,40,6,0,0,0,7,2,21,1,0,0,0,1,1
Karpov.pgn,Karpov,positional,white,"Gligoric, Svetozar",Milan,Milan,1975.??.??,1975,6,"Karpov, Anatoly","Gligoric, Svetozar",2705.0,2575.0,1-0,white_win,win,C95,C,99,49.5,20,0,0,1,0,0,0,40,3,0,0,0,3,0,39,7,1,0,0,6,0
Karpov.pgn,Karpov,positional,white,"Portisch, Lajos",Milan 1pl,Milan,1975.??.??,1975,6,"Karpov, Anatoly","Portisch, Lajos",2705.0,2635.0,1/2-1/2,draw,draw,A34,A,42,21.0,20,1,0,1,0,1,0,22,2,1,0,0,2,0,0,0,0,0,0,0,0
Karpov.pgn,Karpov,positional,black,"Tal, Mihail",Milan,Milan,1975.??.??,1975,7,"Tal, Mihail","Karpov, Anatoly",2645.0,2705.0,1/2-1/2,draw,draw,C43,C,59,29.5,20,3,0,1,0,3,0,39,7,1,0,0,8,0,0,0,0,0,0,0,0
Karpov.pgn,Karpov,positional,white,"Andersson, Ulf",Milan,Milan,1975.??.??,1975,8,"Karpov, Anatoly","Andersson, Ulf",2705.0,2565.0,0-1,black_win,loss,B44,B,158,79.0,20,1,0,1,0,1,0,40,3,0,0,0,3,0,98,4,0,0,0,5,13
Karpov.pgn,Karpov,positional,black,"Larsen, Bent",Milan,Milan,1975.??.??,1975,9,"Larsen, Bent","Karpov, Anatoly",2625.0,2705.0,1/2-1/2,draw,draw,A26,A,82,41.0,20,0,0,1,0,0,0,40,7,0,0,0,7,0,22,3,0,0,0,3,1
Karpov.pgn,Karpov,positional,black,"Portisch, Lajos",Milan,Milan,1975.??.??,1975,10,"Portisch, Lajos","Karpov, Anatoly",2635.0,2705.0,1/2-1/2,draw,draw,A17,A,33,16.5,20,1,0,1,0,1,0,13,2,0,0,0,3,0,0,0,0,0,0,0,0
Karpov.pgn,Karpov,positional,white,"Mariotti, Sergio",Milan,Milan,1975.??.??,1975,11,"Karpov, Anatoly","Mariotti, Sergio",2705.0,2495.0,1/2-1/2,draw,draw,B38,B,65,32.5,20,1,0,1,0,2,0,40,4,0,0,0,3,0,5,0,0,0,0,0,0
Karpov.pgn,Karpov,positional,black,"Grigorian, Levon Ashotovich",URS-chT,Riga,1975.??.??,1975,?,"Grigorian, Levon Ashotovich","Karpov, Anatoly",2490.0,2705.0,0-1,black_win,win,A30,A,122,61.0,20,2,0,0,0,2,0,40,3,1,1,0,2,0,62,8,1,0,0,8,2
Karpov.pgn,Karpov,positional,white,"Gurgenidze, Bukhuti",URS-chT,Riga,1975.??.??,1975,?,"Karpov, Anatoly","Gurgenidze, Bukhuti",2705.0,2495.0,1-0,white_win,win,B36,B,82,41.0,20,2,0,0,0,2,0,40,5,0,1,0,4,0,22,3,1,0,0,4,0
Karpov.pgn,Karpov,positional,white,"Kupreichik, Viktor D",URS-chT,Riga,1975.??.??,1975,?,"Karpov, Anatoly","Kupreichik, Viktor D",2705.0,2460.0,1-0,white_win,win,D18,D,83,41.5,20,1,0,1,0,1,0,40,3,0,0,0,3,0,23,2,0,0,0,2,0
Karpov.pgn,Karpov,positional,white,"Petrosian, Tigran V",URS-chT,Riga,1975.??.??,1975,?,"Karpov, Anatoly","Petrosian, Tigran V",2705.0,2645.0,1/2-1/2,draw,draw,C85,C,30,15.0,20,1,0,1,0,1,0,10,1,0,0,0,1,0,0,0,0,0,0,0,0
Karpov.pgn,Karpov,positional,white,"Spassky, Boris V",URS-chT,Riga,1975.??.??,1975,?,"Karpov, Anatoly","Spassky, Boris V",2705.0,2625.0,1-0,white_win,win,E18,E,87,43.5,20,2,0,1,0,2,0,40,6,0,0,0,7,1,27,2,3,0,0,2,0
Karpov.pgn,Karpov,positional,black,"Beliavsky, Alexander G",URS-chT,Riga,1975.??.??,1975,?,"Beliavsky, Alexander G","Karpov, Anatoly",2500.0,2705.0,1/2-1/2,draw,draw,E54,E,139,69.5,20,2,0,1,0,2,0,40,3,0,0,0,3,0,79,7,1,0,0,6,0
Karpov.pgn,Karpov,positional,black,"Tal, Mihail",URS-chT,Riga,1975.??.??,1975,?,"Tal, Mihail","Karpov, Anatoly",2645.0,2705.0,1/2-1/2,draw,draw,E14,E,36,18.0,20,1,0,1,0,1,0,16,4,0,0,0,4,0,0,0,0,0,0,0,0
Karpov.pgn,Karpov,positional,black,"Browne, Walter S",Amsterdam,Amsterdam,1976.??.??,1976,1,"Browne, Walter S","Karpov, Anatoly",2585.0,2695.0,0-1,black_win,win,C95,C,146,73.0,20,0,0,1,0,0,0,40,6,0,0,0,6,0,86,7,0,0,0,4,9
Karpov.pgn,Karpov,positional,black,"Olafsson, Fridrik",Amsterdam,Amsterdam,1976.??.??,1976,2,"Olafsson, Fridrik","Karpov, Anatoly",2550.0,2695.0,1/2-1/2,draw,draw,D42,D,36,18.0,20,2,0,1,0,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
Karpov.pgn,Karpov,positional,white,"Timman, Jan H",Amsterdam,Amsterdam,1976.??.??,1976,3,"Karpov, Anatoly","Timman, Jan H",2695.0,2550.0,1/2-1/2,draw,draw,B08,B,64,32.0,20,0,0,1,0,0,0,40,7,0,0,0,8,1,4,1,0,0,0,1,0
Karpov.pgn,Karpov,positional,white,"Browne, Walter S",Amsterdam,Amsterdam,1976.??.??,1976,4,"Karpov, Anatoly","Browne, Walter S",2695.0,2585.0,1/2-1/2,draw,draw,B93,B,46,23.0,20,1,0,0,0,1,0,26,4,0,1,0,5,2,0,0,0,0,0,0,0
Karpov.pgn,Karpov,positional,black,"Timman, Jan H",Amsterdam,Amsterdam,1976.??.??,1976,5,"Timman, Jan H","Karpov, Anatoly",2550.0,2695.0,1/2-1/2,draw,draw,E30,E,89,44.5,20,3,0,0,0,1,0,40,4,0,1,0,6,1,29,1,0,0,0,1,0
Karpov.pgn,Karpov,positional,white,"Olafsson, Fridrik",Amsterdam,Amsterdam,1976.??.??,1976,6,"Karpov, Anatoly","Olafsson, Fridrik",2695.0,2550.0,1-0,white_win,win,B44,B,115,57.5,20,1,0,1,0,1,0,40,2,0,0,0,1,0,55,6,1,0,0,6,0
Karpov.pgn,Karpov,positional,black,"Pomar Salamanca, Arturo",Montilla,Montilla,1976.??.??,1976,1,"Pomar Salamanca, Arturo","Karpov, Anatoly",2430.0,2695.0,0-1,black_win,win,E19,E,183,91.5,20,1,0,1,0,1,0,40,8,0,0,0,7,0,123,5,8,0,1,4,14
Karpov.pgn,Karpov,positional,white,"Bellon Lopez, Juan Manuel",Montilla,Montilla,1976.??.??,1976,2,"Karpov, Anatoly","Bellon Lopez, Juan Manuel",2695.0,2475.0,1-0,white_win,win,C63,C,113,56.5,20,2,0,1,0,0,0,40,3,0,0,0,3,0,53,9,1,0,0,8,6
Karpov.pgn,Karpov,positional,black,"Calvo Minguez, Ricardo",Montilla,Montilla,1976.??.??,1976,3,"Calvo Minguez, Ricardo","Karpov, Anatoly",2435.0,2695.0,1/2-1/2,draw,draw,C54,C,89,44.5,20,0,0,1,0,0,0,40,3,0,0,0,2,0,29,6,0,0,0,8,2
Karpov.pgn,Karpov,positional,white,"Diez del Corral, Jesus",Montilla,Montilla,1976.??.??,1976,4,"Karpov, Anatoly","Diez del Corral, Jesus",2695.0,2490.0,1-0,white_win,win,E87,E,199,99.5,20,0,0,1,0,0,0,40,4,1,0,0,4,0,139,7,2,0,0,6,9
Karpov.pgn,Karpov,positional,black,"Fraguela Gil, Jose Miguel",Montilla,Montilla,1976.??.??,1976,5,"Fraguela Gil, Jose Miguel","Karpov, Anatoly",2380.0,2695.0,0-1,black_win,win,A36,A,66,33.0,20,0,0,1,0,0,0,40,4,0,0,0,4,1,6,1,0,0,0,1,0
Karpov.pgn,Karpov,positional,black,"Pfleger, Helmut",Montilla,Montilla,1976.??.??,1976,6,"Pfleger, Helmut","Karpov, Anatoly",2545.0,2695.0,0-1,black_win,win,A30,A,109,54.5,20,2,0,0,0,1,0,40,5,0,1,0,6,0,49,5,0,0,0,4,2
Karpov.pgn,Karpov,positional,white,"Byrne, Robert E",Montilla,Montilla,1976.??.??,1976,7,"Karpov, Anatoly","Byrne, Robert E",2695.0,2540.0,1/2-1/2,draw,draw,E46,E,27,13.5,20,1,0,1,0,2,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0
Karpov.pgn,Karpov,positional,black,"Stean, Michael",Montilla,Montilla,1976.??.??,1976,8,"Stean, Michael","Karpov, Anatoly",2420.0,2695.0,1/2-1/2,draw,draw,A14,A,26,13.0,20,0,0,1,0,0,0,6,1,0,0,0,1,0,0,0,0,0,0,0,0
Karpov.pgn,Karpov,positional,white,"Kavalek, Lubomir",Montilla,Montilla,1976.??.??,1976,9,"Karpov, Anatoly","Kavalek, Lubomir",2695.0,2540.0,1/2-1/2,draw,draw,D86,D,33,16.5,20,2,0,1,0,2,0,13,2,0,0,0,2,0,0,0,0,0,0,0,0
Karpov.pgn,Karpov,positional,black,"Vaganian, Rafael A",URS-ch44,Moscow,1976.??.??,1976,?,"Vaganian, Rafael A","Karpov, Anatoly",2550.0,2695.0,0-1,black_win,win,E19,E,106,53.0,20,1,0,1,0,1,0,40,2,0,0,0,2,0,46,3,2,0,0,3,1
Karpov.pgn,Karpov,positional,black,"Geller, Efim P",URS-ch44,Moscow,1976.??.??,1976,?,"Geller, Efim P","Karpov, Anatoly",2620.0,2695.0,1-0,white_win,loss,C16,C,83,41.5,20,1,0,0,0,1,0,40,5,0,0,0,8,4,23,4,0,0,0,2,2
Karpov.pgn,Karpov,positional,black,"Grigorian, Karen Ashotovich",URS-ch44,Moscow,1976.??.??,1976,?,"Grigorian, Karen Ashotovich","Karpov, Anatoly",2485.0,2695.0,0-1,black_win,win,E14,E,79,39.5,20,1,0,1,0,1,0,40,8,0,0,0,7,4,19,1,0,0,0,0,2
Karpov.pgn,Karpov,positional,black,"Zakharov, Alexander V",URS-ch44,Moscow,1976.??.??,1976,?,"Zakharov, Alexander V","Karpov, Anatoly",2435.0,2695.0,0-1,black_win,win,E24,E,104,52.0,20,1,1,1,0,1,0,40,8,1,0,0,7,0,44,3,0,0,0,1,3
Karpov.pgn,Karpov,positional,black,"Gulko, Boris F",URS-ch44,Moscow,1976.??.??,1976,?,"Gulko, Boris F","Karpov, Anatoly",2530.0,2695.0,0-1,black_win,win,B44,B,132,66.0,20,1,0,1,0,1,0,40,5,0,0,0,4,0,72,7,4,0,0,8,3
Karpov.pgn,Karpov,positional,white,"Balashov, Yuri S",URS-ch44,Moscow,1976.??.??,1976,?,"Karpov, Anatoly","Balashov, Yuri S",2695.0,2545.0,1-0,white_win,win,C92,C,86,43.0,20,0,0,1,0,0,0,40,4,0,0,0,4,0,26,2,0,0,0,1,1
Karpov.pgn,Karpov,positional,white,"Dorfman, Josif D",URS-ch44,Moscow,1976.??.??,1976,?,"Karpov, Anatoly","Dorfman, Josif D",2695.0,2405.0,1-0,white_win,win,B81,B,99,49.5,20,1,0,0,0,1,0,40,7,0,1,0,7,1,39,3,9,0,0,2,0
Karpov.pgn,Karpov,positional,white,"Kupreichik, Viktor D",URS-ch44,Moscow,1976.??.??,1976,?,"Karpov, Anatoly","Kupreichik, Viktor D",2695.0,2490.0,1-0,white_win,win,C61,C,81,40.5,20,2,1,1,0,2,0,40,4,0,0,0,4,0,21,4,1,0,0,3,0
Karpov.pgn,Karpov,positional,white,"Polugaevsky, Lev",URS-ch44,Moscow,1976.??.??,1976,?,"Karpov, Anatoly","Polugaevsky, Lev",2695.0,2635.0,1/2-1/2,draw,draw,D47,D,34,17.0,20,1,0,0,0,1,0,14,0,0,1,0,1,0,0,0,0,0,0,0,0
Karpov.pgn,Karpov,positional,white,"Sveshnikov, Evgeny",URS-ch44,Moscow,1976.??.??,1976,?,"Karpov, Anatoly","Sveshnikov, Evgeny",2695.0,2510.0,1/2-1/2,draw,draw,E04,E,82,41.0,20,2,0,1,0,3,0,40,6,0,0,0,5,0,22,2,1,0,0,2,1
Karpov.pgn,Karpov,positional,white,"Taimanov, Mark E",URS-ch44,Moscow,1976.??.??,1976,?,"Karpov, Anatoly","Taimanov, Mark E",2695.0,2540.0,1/2-1/2,draw,draw,B44,B,54,27.0,20,1,0,1,0,1,0,34,4,0,0,0,5,2,0,0,0,0,0,0,0
Karpov.pgn,Karpov,positional,white,"Tal, Mihail",URS-ch44,Moscow,1976.??.??,1976,?,"Karpov, Anatoly","Tal, Mihail",2695.0,2615.0,1/2-1/2,draw,draw,B67,B,74,37.0,20,2,0,1,0,2,0,40,4,0,0,0,5,1,14,3,0,0,0,2,0
Karpov.pgn,Karpov,positional,white,"Tseshkovsky, Vitaly",URS-ch44,Moscow,1976.??.??,1976,?,"Karpov, Anatoly","Tseshkovsky, Vitaly",2695.0,2550.0,1-0,white_win,win,C78,C,57,28.5,20,0,0,1,0,0,0,37,8,0,0,0,7,0,0,0,0,0,0,0,0
Karpov.pgn,Karpov,positional,black,"Petrosian, Tigran V",URS-ch44,Moscow,1976.??.??,1976,?,"Petrosian, Tigran V","Karpov, Anatoly",2635.0,2695.0,1/2-1/2,draw,draw,E19,E,126,63.0,20,1,0,1,0,1,0,40,9,0,0,0,9,1,66,2,6,0,0,4,1
Karpov.pgn,Karpov,positional,black,"Rashkovsky, Nukhim N",URS-ch44,Moscow,1976.??.??,1976,?,"Rashkovsky, Nukhim N","Karpov, Anatoly",2485.0,2695.0,1/2-1/2,draw,draw,E18,E,41,20.5,20,2,0,1,0,2,0,21,2,0,0,0,2,0,0,0,0,0,0,0,0
Karpov.pgn,Karpov,positional,black,"Romanishin, Oleg M",URS-ch44,Moscow,1976.??.??,1976,?,"Romanishin, Oleg M","Karpov, Anatoly",2560.0,2695.0,1/2-1/2,draw,draw,C91,C,81,40.5,20,0,0,1,0,0,0,40,5,0,0,0,5,0,21,4,1,0,0,4,0
Karpov.pgn,Karpov,positional,black,"Smyslov, Vassily",URS-ch44,Moscow,1976.??.??,1976,?,"Smyslov, Vassily","Karpov, Anatoly",2580.0,2695.0,1/2-1/2,draw,draw,A30,A,28,14.0,20,1,0,1,0,1,0,8,3,0,0,0,3,0,0,0,0,0,0,0,0
Karpov.pgn,Karpov,positional,white,"Vaganian, Rafael A",Skopje,Skopje,1976.??.??,1976,1,"Karpov, Anatoly","Vaganian, Rafael A",2695.0,2550.0,1-0,white_win,win,C08,C,79,39.5,20,2,0,1,0,2,0,40,6,1,0,0,7,0,19,4,4,0,0,1,0
Karpov.pgn,Karpov,positional,black,"Adorjan, Andras",Skopje,Skopje,1976.??.??,1976,2,"Adorjan, Andras","Karpov, Anatoly",2510.0,2695.0,1/2-1/2,draw,draw,B42,B,90,45.0,20,1,0,0,0,1,0,40,8,4,1,0,8,1,30,2,0,0,0,1,1
Karpov.pgn,Karpov,positional,white,"Nicevski, Risto",Skopje,Skopje,1976.??.??,1976,3,"Karpov, Anatoly","Nicevski, Risto",2695.0,2395.0,1-0,white_win,win,C84,C,85,42.5,20,1,0,1,0,1,0,40,3,0,0,0,3,0,25,4,1,0,0,3,1
Karpov.pgn,Karpov,positional,white,"Velimirovic, Dragoljub",Skopje,Skopje,1976.??.??,1976,4,"Karpov, Anatoly","Velimirovic, Dragoljub",2695.0,2525.0,1-0,white_win,win,E87,E,133,66.5,20,0,0,0,0,0,2,40,4,7,0,0,7,0,73,7,7,0,0,4,0
Karpov.pgn,Karpov,positional,black,"Kurajica, Bojan",Skopje,Skopje,1976.??.??,1976,5,"Kurajica, Bojan","Karpov, Anatoly",2525.0,2695.0,0-1,black_win,win,C77,C,114,57.0,20,3,0,1,0,3,0,40,4,1,0,0,4,1,54,4,1,0,0,3,1
Karpov.pgn,Karpov,positional,white,"Sofrevski, Jovan",Skopje,Skopje,1976.??.??,1976,6,"Karpov, Anatoly","Sofrevski, Jovan",2695.0,2450.0,1-0,white_win,win,E72,E,85,42.5,20,0,0,1,0,1,0,40,5,0,0,0,4,0,25,7,0,0,0,3,3
Karpov.pgn,Karpov,positional,black,"Reshevsky, Samuel Herman",Skopje,Skopje,1976.??.??,1976,7,"Reshevsky, Samuel Herman","Karpov, Anatoly",2515.0,2695.0,1/2-1/2,draw,draw,A39,A,23,11.5,20,2,0,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Karpov.pgn,Karpov,positional,white,"Ivanovic, Bozidar",Skopje,Skopje,1976.??.??,1976,8,"Karpov, Anatoly","Ivanovic, Bozidar",2695.0,2385.0,1-0,white_win,win,D31,D,83,41.5,20,2,0,0,0,2,1,40,4,0,1,0,4,0,23,4,0,0,0,3,0
Karpov.pgn,Karpov,positional,black,"Ivkov, Borislav",Skopje,Skopje,1976.??.??,1976,9,"Ivkov, Borislav","Karpov, Anatoly",2520.0,2695.0,1/2-1/2,draw,draw,E19,E,32,16.0,20,1,0,1,0,1,0,12,2,1,0,0,2,0,0,0,0,0,0,0,0
Karpov.pgn,Karpov,positional,white,"Matanovic, Aleksandar",Skopje,Skopje,1976.??.??,1976,10,"Karpov, Anatoly","Matanovic, Aleksandar",2695.0,2525.0,1/2-1/2,draw,draw,A50,A,90,45.0,20,0,0,1,0,0,0,40,7,2,0,0,7,0,30,2,1,0,0,2,1
Karpov.pgn,Karpov,positional,black,"Jancev, Lazo",Skopje,Skopje,1976.??.??,1976,11,"Jancev, Lazo","Karpov, Anatoly",2200.0,2695.0,0-1,black_win,win,E38,E,62,31.0,20,2,0,1,0,2,0,40,5,1,0,0,4,1,2,1,0,0,0,0,0
Karpov.pgn,Karpov,positional,white,"Georgievski, Vanco",Skopje,Skopje,1976.??.??,1976,12,"Karpov, Anatoly","Georgievski, Vanco",2695.0,2250.0,1-0,white_win,win,B00,B,75,37.5,20,0,0,1,0,0,0,40,4,1,0,0,4,0,15,3,0,0,0,3,0
Karpov.pgn,Karpov,positional,black,"Tarjan, James Edward",Skopje,Skopje,1976.??.??,1976,13,"Tarjan, James Edward","Karpov, Anatoly",2490.0,2695.0,0-1,black_win,win,D55,D,80,40.0,20,1,0,1,0,1,0,40,6,0,0,0,6,0,20,2,4,0,0,2,0
Karpov.pgn,Karpov,positional,white,"Timman, Jan H",Skopje,Skopje,1976.??.??,1976,14,"Karpov, Anatoly","Timman, Jan H",2695.0,2550.0,1/2-1/2,draw,draw,B69,B,114,57.0,20,1,0,1,0,1,0,40,7,2,0,0,7,1,54,5,3,0,0,4,1
Karpov.pgn,Karpov,positional,black,"Uhlmann, Wolfgang",Skopje,Skopje,1976.??.??,1976,15,"Uhlmann, Wolfgang","Karpov, Anatoly",2555.0,2695.0,0-1,black_win,win,A17,A,102,51.0,20,2,1,0,0,1,0,40,6,0,1,0,7,0,42,4,2,0,0,2,1
Karpov.pgn,Karpov,positional,black,"Gerusel, Mathias",Bad Lauterberg,Bad Lauterberg,1977.??.??,1977,?,"Gerusel, Mathias","Karpov, Anatoly",2420.0,2690.0,0-1,black_win,win,D54,D,80,40.0,20,1,0,1,0,1,0,40,7,0,0,0,6,1,20,1,0,0,0,2,3
Karpov.pgn,Karpov,positional,white,"Hermann, Manfred",Bad Lauterberg,Bad Lauterberg,1977.??.??,1977,?,"Karpov, Anatoly","Hermann, Manfred",2690.0,,1-0,white_win,win,C63,C,81,40.5,20,3,0,1,0,2,0,40,5,1,0,0,5,1,21,0,0,0,0,0,0
Karpov.pgn,Karpov,positional,white,"Sosonko, Gennadi",Bad Lauterberg,Bad Lauterberg,1977.??.??,1977,1,"Karpov, Anatoly","Sosonko, Gennadi",2690.0,2530.0,1-0,white_win,win,B70,B,89,44.5,20,1,0,1,0,1,0,40,5,0,0,0,5,0,29,2,0,0,0,1,0
Karpov.pgn,Karpov,positional,black,"Furman, Semen Abramovich",Bad Lauterberg,Bad Lauterberg,1977.??.??,1977,2,"Furman, Semen Abramovich","Karpov, Anatoly",2535.0,2690.0,1/2-1/2,draw,draw,E04,E,29,14.5,20,2,0,0,0,2,1,9,1,1,1,0,2,0,0,0,0,0,0,0,0
Karpov.pgn,Karpov,positional,white,"Timman, Jan H",Bad Lauterberg,Bad Lauterberg,1977.??.??,1977,3,"Karpov, Anatoly","Timman, Jan H",2690.0,2590.0,1-0,white_win,win,B83,B,113,56.5,20,1,0,1,0,2,0,40,5,0,0,0,4,0,53,5,0,0,0,4,2
Karpov.pgn,Karpov,positional,white,"Wockenfuss, Klaus",Bad Lauterberg,Bad Lauterberg,1977.??.??,1977,4,"Karpov, Anatoly","Wockenfuss, Klaus",2690.0,2350.0,1-0,white_win,win,D38,D,59,29.5,20,1,0,1,0,2,0,39,7,2,0,0,5,1,0,0,0,0,0,0,0
Karpov.pgn,Karpov,positional,white,"Liberzon, Vladimir M",Bad Lauterberg,Bad Lauterberg,1977.??.??,1977,6,"Karpov, Anatoly","Liberzon, Vladimir M",2690.0,2550.0,1-0,white_win,win,B69,B,109,54.5,20,1,0,1,0,1,0,40,7,2,0,0,7,0,49,2,4,0,0,0,3
Karpov.pgn,Karpov,positional,black,"Huebner, Robert",Bad Lauterberg,Bad Lauterberg,1977.??.??,1977,7,"Huebner, Robert","Karpov, Anatoly",2600.0,2690.0,1/2-1/2,draw,draw,E14,E,127,63.5,20,1,0,1,0,1,0,40,2,0,0,0,2,0,67,5,3,0,0,5,2
Karpov.pgn,Karpov,positional,white,"Keene, Raymond D",Bad Lauterberg,Bad Lauterberg,1977.??.??,1977,8,"Karpov, Anatoly","Keene, Raymond D",2690.0,2510.0,1/2-1/2,draw,draw,C41,C,113,56.5,20,2,0,1,0,2,0,40,5,1,0,0,5,0,53,3,2,0,0,2,3
Karpov.pgn,Karpov,positional,black,"Andersson, Ulf",Bad Lauterberg,Bad Lauterberg,1977.??.??,1977,9,"Andersson, Ulf","Karpov, Anatoly",2565.0,2690.0,1/2-1/2,draw,draw,E18,E,40,20.0,20,2,0,1,0,2,0,20,4,0,0,0,4,0,0,0,0,0,0,0,0
Karpov.pgn,Karpov,positional,white,"Miles, Anthony J",Bad Lauterberg,Bad Lauterberg,1977.??.??,1977,10,"Karpov, Anatoly","Miles, Anthony J",2690.0,2555.0,1-0,white_win,win,B70,B,87,43.5,20,1,0,1,0,1,0,40,3,0,0,0,3,0,27,1,0,0,0,1,0
Karpov.pgn,Karpov,positional,black,"Olafsson, Fridrik",Bad Lauterberg,Bad Lauterberg,1977.??.??,1977,11,"Olafsson, Fridrik","Karpov, Anatoly",2560.0,2690.0,1/2-1/2,draw,draw,A17,A,189,94.5,20,0,0,1,0,0,0,40,8,0,0,0,7,0,129,6,6,0,0,6,16
Karpov.pgn,Karpov,positional,white,"Csom, Istvan",Bad Lauterberg,Bad Lauterberg,1977.??.??,1977,12,"Karpov, Anatoly","Csom, Istvan",2690.0,2535.0,1-0,white_win,win,A30,A,99,49.5,20,1,0,1,0,1,0,40,2,0,0,0,2,0,39,4,2,0,0,6,4
